step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,PAYMENT,9818.95,C1773008684,151,0,M127356954,0,0,0,0
1,PAYMENT,13268.46,C437630857,5881.44,0,M1475842502,0,0,0,0
1,CASH_IN,378896.52,C1365575811,0,378896.52,C306206744,3472520.59,3554299.27,0,0
1,CASH_IN,65671.39,C1817154869,378896.52,444567.92,C716083600,1941128.49,2444985.19,0,0
1,CASH_IN,35492.2,C1540476618,444567.92,480060.12,C2050019814,377569.57,0,0,0
1,CASH_IN,18510.43,C818093527,480060.12,498570.55,C2089016471,20801,34361.39,0,0
1,CASH_IN,83587.86,C1234905692,498570.55,582158.41,C1219161283,271161.74,0,0,0
1,CASH_IN,62455.76,C1500379239,582158.41,644614.17,C1359044626,171158.16,16518.36,0,0
1,CASH_IN,44708.03,C203409950,644614.17,689322.19,C97730845,51569.17,9940339.29,0,0
1,CASH_IN,343189.13,C605705199,689322.19,1032511.32,C1816757085,8906586.96,1.07E+07,0,0
1,CASH_IN,60215.46,C876823802,1032511.32,1092726.78,C367746789,83172.04,0,0,0
1,CASH_IN,235288.68,C47918293,1092726.78,1328015.46,C306206744,3093624.06,3554299.27,0,0
1,CASH_IN,206955.99,C1894144426,1328015.46,1534971.46,C998351292,2027750.76,1015132.48,0,0
1,CASH_IN,383446.61,C102103410,1534971.46,1918418.07,C564160838,2337040.82,1254956.07,0,0
1,CASH_IN,145095.94,C677317086,1918418.07,2063514.01,C2083562754,1187275.85,1186556.81,0,0
1,CASH_IN,300632.87,C1933129092,2063514.01,2364146.87,C838411509,385057.43,22774.25,0,0
1,CASH_IN,119081.76,C827328832,2364146.87,2483228.64,C1023714065,2762216.66,1412484.09,0,0
1,CASH_IN,203148.34,C405252209,2483228.64,2686376.98,C1750905143,1134980.28,424250.45,0,0
1,CASH_IN,104335.07,C1223050066,2686376.98,2790712.05,C716083600,1875457.1,2444985.19,0,0
1,CASH_IN,251482.63,C1917442783,2790712.05,3042194.68,C1023714065,2643134.89,1412484.09,0,0
1,CASH_IN,92784.06,C1130551263,3042194.68,3134978.74,C1761291320,119296.99,22233.65,0,0
1,CASH_IN,21670.38,C1713605602,3134978.74,3156649.13,C215145189,54530.44,1891.79,0,0
1,CASH_IN,175443.85,C472234151,3156649.13,3332092.98,C392292416,2918681.63,3420103.09,0,0
1,CASH_IN,226031.29,C537265886,3332092.98,3558124.26,C564160838,1953594.21,1254956.07,0,0
1,CASH_IN,234052.7,C1963974958,3558124.26,3792176.96,C1060830840,751734.62,130747.56,0,0
1,CASH_IN,229848.96,C260638966,3792176.96,4022025.93,C2083562754,1042179.91,1186556.81,0,0
1,CASH_IN,111655.85,C1045985568,4022025.93,4133681.78,C1831477404,565797.08,247063.16,0,0
1,CASH_IN,51284.87,C788048067,4133681.78,4184966.65,C248609774,6054544.78,6453430.91,0,0
1,CASH_IN,270.78,C619985571,4184966.65,4185237.43,C875917495,3019,0,0,0
1,CASH_IN,154442.99,C1677543539,4185237.43,4339680.42,C832279283,315983.22,185389.8,0,0
1,CASH_IN,34918.59,C504478805,4339680.42,4374599.01,C1948471365,66604.54,18627.02,0,0
1,CASH_IN,57262.72,C1967432164,4374599.01,4431861.74,C1973538135,72917.77,16896.7,0,0
1,CASH_IN,189703.56,C1893772493,4431861.74,4621565.3,C1531333864,477147.47,55974.56,0,0
1,CASH_IN,288838.13,C2035801202,4621565.3,4910403.44,C1060830840,517681.93,130747.56,0,0
1,CASH_IN,61505.91,C1790387225,4910403.44,4910403.44,C11003494,4910403.44,1.06E+07,0,0
1,CASH_IN,404167.6,C984412970,4910403.44,4910403.44,C11003494,4910403.44,1.06E+07,0,0
1,CASH_IN,57323.56,C1340057206,4910403.44,4967726.99,C660143728,99774.27,42450.71,0,0
1,CASH_IN,68988.21,C137123763,4967726.99,5036715.2,C998351292,1820794.77,1015132.48,0,0
1,CASH_IN,74230.21,C1541942595,5036715.2,5110945.41,C1590550415,1.94E+07,1.92E+07,0,0
1,CASH_IN,377287.8,C100708535,5110945.41,5488233.21,C985934102,2256095.33,971418.91,0,0
1,CASH_IN,185897.79,C878598679,5488233.21,5674131,C1182461167,390209.15,23508.22,0,0
1,CASH_IN,173842.23,C1587872480,5674131,5847973.23,C1291286504,231914.67,66575.5,0,0
1,CASH_IN,31646.31,C1144897090,5847973.23,5879619.54,C1291286504,58072.44,66575.5,0,0
1,CASH_IN,48134.99,C1195064186,5879619.54,5927754.53,C1961176822,55211.3,0,0,0
1,CASH_IN,229982.47,C24334184,5927754.53,6157737,C564160838,1727562.92,1254956.07,0,0
1,CASH_IN,216806.48,C2008547236,6157737,6374543.48,C564160838,1497580.45,1254956.07,0,0
1,CASH_IN,117257.18,C1590792382,6374543.48,6491800.66,C1182461167,204311.36,23508.22,0,0
1,CASH_IN,174413.77,C1076855029,6491800.66,6666214.43,C1123629720,213713.99,46393.85,0,0
1,CASH_IN,72897.92,C1539088279,6666214.43,6739112.35,C662736689,327169.9,4891090.56,0,0
1,CASH_IN,82564.24,C322830747,6739112.35,6821676.59,C2050019814,342077.36,0,0,0
1,CASH_IN,63764.9,C1094199074,6821676.59,6885441.49,C885951223,445655.6,215851.28,0,0
1,CASH_IN,183074.81,C2108440536,6885441.49,7068516.3,C1219161283,187573.89,0,0,0
1,CASH_IN,223744.8,C1112758237,7068516.3,7292261.09,C1831477404,454141.23,247063.16,0,0
1,CASH_IN,46179.38,C553821397,7292261.09,7338440.47,C1096283470,306791.16,0,0,0
1,CASH_IN,91611.03,C553879264,7338440.47,7430051.5,C1750905143,931831.94,424250.45,0,0
1,CASH_IN,128022.19,C1028472807,7430051.5,7558073.69,C1286084959,2756959.24,2107778.11,0,0
1,CASH_IN,157949.72,C1710783020,7558073.69,7716023.4,C985934102,1878807.53,971418.91,0,0
1,CASH_IN,26516.56,C1365790282,7716023.4,7742539.96,C1937962514,63127.8,8383.29,0,0
1,CASH_IN,105647.45,C1826747905,7742539.96,7848187.42,C1068824137,126541.52,265092.36,0,0
1,CASH_IN,61858.19,C948395645,7848187.42,7910045.61,C985934102,1720857.81,971418.91,0,0
1,CASH_IN,245041.35,C512256603,7910045.61,8155086.95,C985934102,1658999.62,971418.91,0,0
1,CASH_IN,42922.81,C226586078,8155086.95,8198009.76,C1182461167,87054.17,23508.22,0,0
1,CASH_IN,137465.55,C1848886161,8198009.76,8335475.31,C1318822808,1066345.61,500631.71,0,0
1,CASH_IN,170207.14,C1816468636,8335475.31,8505682.45,C2050019814,259513.13,0,0,0
1,CASH_IN,18513.77,C834824701,8505682.45,8524196.22,C306206744,2858335.38,3554299.27,0,0
1,CASH_IN,199318.34,C925568390,8524196.22,8723514.56,C1096283470,260611.78,0,0,0
1,CASH_IN,26295.3,C1198817209,8723514.56,8749809.86,C1883840933,1.39E+07,1.69E+07,0,0
1,CASH_IN,111549.83,C51460663,8749809.86,8861359.69,C1749186397,208152.76,277515.05,0,0
1,CASH_IN,56912.01,C557725225,8861359.69,8918271.71,C614685048,108462.08,0,0,0
1,CASH_IN,414285.51,C1318475957,8918271.71,9332557.22,C1049817027,614630.33,60738.03,0,0
1,CASH_IN,298109.36,C712732521,9332557.22,9630666.58,C667346055,493746.17,9291619.62,0,0
1,CASH_IN,269736.99,C540092563,9630666.58,9900403.57,C1526298704,473512.63,32092.07,0,0
1,CASH_IN,18622.16,C1894698434,9900403.57,9919025.73,C1825027294,55379.84,36757.68,0,0
1,CASH_IN,183816.31,C205615258,9919025.73,1.01E+07,C1023714065,2391652.26,1412484.09,0,0
1,CASH_IN,143405.8,C2108708444,1.01E+07,1.02E+07,C667346055,195636.81,9291619.62,0,0
1,PAYMENT,449.97,C1424788681,13030.57,12580.6,M1391119179,0,0,0,0
1,PAYMENT,2743.55,C1428726828,12580.6,9837.06,M710220387,0,0,0,0
1,PAYMENT,1548.73,C443502884,38285.31,36736.58,M517693873,0,0,0,0
1,PAYMENT,4828.43,C247644034,36736.58,31908.14,M214313531,0,0,0,0
1,PAYMENT,1737.12,C1824570614,31908.14,30171.02,M693345846,0,0,0,0
1,PAYMENT,1089.31,C854989361,30171.02,29081.71,M257718694,0,0,0,0
1,PAYMENT,5237.7,C1720865719,29081.71,23844.01,M1392886653,0,0,0,0
1,PAYMENT,3364.48,C1369468094,23844.01,20479.53,M1037942373,0,0,0,0
1,PAYMENT,1889.41,C1235635586,20479.53,18590.13,M876962272,0,0,0,0
1,PAYMENT,2685.44,C1725054538,11302,8616.56,M917277283,0,0,0,0
1,PAYMENT,1238.08,C1302141801,8616.56,7378.48,M1388849499,0,0,0,0
1,PAYMENT,17994.24,C622820646,7378.48,0,M2008159348,0,0,0,0
1,PAYMENT,6396.49,C1389432760,458,0,M1103132232,0,0,0,0
1,PAYMENT,2380.21,C535352603,6003259.91,6000879.7,M2015261478,0,0,0,0
1,CASH_OUT,139754.72,C577245010,6000879.7,5861124.98,C932583850,2474475.78,2719172.89,0,0
1,PAYMENT,8787.63,C1624788833,50784,41996.37,M968957548,0,0,0,0
1,DEBIT,2261.24,C843959601,3183,921.76,C1750905143,840220.91,424250.45,0,0
1,DEBIT,2807.73,C1346197173,1704,0,C1973538135,15655.05,16896.7,0,0
1,PAYMENT,4247.14,C1924966548,49049.96,44802.82,M1128266449,0,0,0,0
1,PAYMENT,4504.48,C533173186,44802.82,40298.34,M628487793,0,0,0,0
1,PAYMENT,3051.76,C848958019,236272,233220.24,M248487859,0,0,0,0
1,PAYMENT,5675.84,C758465579,224,0,M670689666,0,0,0,0
1,DEBIT,194.4,C1167327028,30364,30169.6,C75457651,29741.84,31469.78,0,0
1,PAYMENT,8176.58,C936628786,820,0,M817941759,0,0,0,0
1,PAYMENT,4074.17,C1478334108,574,0,M36550900,0,0,0,0
1,PAYMENT,13695.83,C726051009,27392,13696.17,M492252770,0,0,0,0
1,PAYMENT,8092.22,C701166114,595,0,M1187972599,0,0,0,0
1,CASH_OUT,286803.5,C1481751887,0,0,C997608398,774294.17,157982.12,0,0
1,PAYMENT,3620.25,C2094115865,22956.58,19336.33,M49547843,0,0,0,0
1,CASH_OUT,153952.87,C1017792343,19336.33,0,C1023714065,2207835.95,1412484.09,0,0
1,PAYMENT,1335.03,C1774468680,2043,707.97,M402978317,0,0,0,0
1,PAYMENT,96.32,C981487964,41255,41158.68,M1417554340,0,0,0,0
1,TRANSFER,412906.88,C478182173,10353,0,C1068824137,20894.07,265092.36,0,0
1,TRANSFER,288638.46,C596333086,0,0,C747464370,1106431.03,1567434.81,0,0
1,PAYMENT,2918.83,C456785282,158,0,M1043317832,0,0,0,0
1,PAYMENT,4852.65,C560465923,30128.26,25275.61,M1485485458,0,0,0,0
1,PAYMENT,13343.47,C210474732,25275.61,11932.14,M1288052401,0,0,0,0
1,DEBIT,1672.55,C764358458,50419,48746.45,C885951223,381890.69,215851.28,0,0
1,PAYMENT,1020.89,C539240764,75771,74750.11,M1883830050,0,0,0,0
1,PAYMENT,4440.79,C201804812,49624,45183.21,M1487230025,0,0,0,0
1,PAYMENT,12271.39,C1498016680,715,0,M1846539844,0,0,0,0
1,TRANSFER,379953.15,C1490985125,121856,0,C459857341,19826.79,387263.02,0,0
1,PAYMENT,9198.49,C707506411,5970,0,M1009326765,0,0,0,0
1,PAYMENT,660.52,C755328698,35451,34790.48,M7548983,0,0,0,0
1,PAYMENT,3485.64,C1999135802,460,0,M52487168,0,0,0,0
1,PAYMENT,413.84,C85357160,26512.93,26099.09,M486348917,0,0,0,0
1,PAYMENT,3865.44,C683718244,26099.09,22233.65,M742672280,0,0,0,0
1,CASH_OUT,124832.65,C452457802,128,0,C812586739,4795,122027.28,0,0
1,TRANSFER,302151.25,C1857910993,166321,0,C1234250905,1786,193018.94,0,0
1,PAYMENT,1854.51,C1130598644,2244,389.49,M1293252487,0,0,0,0
1,PAYMENT,2850.6,C1760401098,51550.07,48699.47,M1829966070,0,0,0,0
1,CASH_OUT,130905.88,C841537936,48699.47,0,C1068824137,433800.95,265092.36,0,0
1,PAYMENT,8782.48,C1424439581,21368,12585.52,M1354280589,0,0,0,0
1,CASH_IN,254286.27,C626626764,22351,276637.27,C1832532108,11155,0,0,0
1,PAYMENT,10239.16,C1372137902,276637.27,266398.11,M1015799131,0,0,0,0
1,TRANSFER,7276.69,C701681793,93,0,C154319946,1463,0,0,0
1,DEBIT,4993.81,C1088744071,20801,15807.19,C488044861,120766.35,5203.54,0,0
1,DEBIT,8531.44,C1484275564,2080,0,C195600860,31817.35,40348.79,0,0
1,PAYMENT,4297.27,C981159997,7468,3170.73,M85121323,0,0,0,0
1,PAYMENT,7287.73,C1657125852,3170.73,0,M2078239671,0,0,0,0
1,PAYMENT,5375.2,C465909321,81625,76249.8,M143486875,0,0,0,0
1,PAYMENT,3830.45,C1205419533,84182,80351.55,M1197176722,0,0,0,0
1,TRANSFER,70543.76,C1964926542,80351.55,9807.8,C997608398,1061097.67,157982.12,0,0
1,PAYMENT,3558.79,C369901249,20791,17232.21,M405488475,0,0,0,0
1,PAYMENT,6891.56,C80756779,41921,35029.44,M49969897,0,0,0,0
1,PAYMENT,2875.66,C1970779713,399779.94,396904.27,M923013679,0,0,0,0
1,PAYMENT,4632.68,C827579900,396904.27,392271.59,M1622135821,0,0,0,0
1,PAYMENT,13693.11,C681747431,392271.59,378578.48,M1059080630,0,0,0,0
1,TRANSFER,81222.77,C280223635,180207,98984.23,C453211571,3243462.05,3461666.05,0,0
1,DEBIT,2801.1,C245530164,661,0,C63387985,10505,3883.96,0,0
1,TRANSFER,273951.34,C866273692,0,0,C1262822392,9392554.49,1.25E+07,0,0
1,TRANSFER,490341.11,C242408359,20846,0,C1504109395,0,593737.38,0,0
1,PAYMENT,226.29,C3392189,11762,11535.71,M503144273,0,0,0,0
1,CASH_OUT,204691.97,C1009916891,11535.71,0,C1068824137,564706.83,265092.36,0,0
1,PAYMENT,3399.54,C612716569,40264,36864.46,M985487390,0,0,0,0
1,PAYMENT,261.95,C1296928719,1803,1541.05,M1628289406,0,0,0,0
1,PAYMENT,1815.83,C1862674654,383563.24,381747.41,M1068232840,0,0,0,0
1,PAYMENT,10287.6,C507061061,381747.41,371459.81,M317960117,0,0,0,0
1,DEBIT,2633.08,C1290614253,124905,122271.92,C1992550266,17146,0,0,0
1,PAYMENT,8818.07,C740467528,56054,47235.93,M2077662850,0,0,0,0
1,PAYMENT,271.77,C1960253514,23550.87,23279.1,M1370495328,0,0,0,0
1,PAYMENT,7017.21,C1748097277,23279.1,16261.9,M668760567,0,0,0,0
1,PAYMENT,16709.74,C1803890702,26396,9686.26,M984567559,0,0,0,0
1,PAYMENT,2020.04,C1556061855,9686.26,7666.22,M417875774,0,0,0,0
1,PAYMENT,3601.28,C1513029997,10621,7019.72,M439925336,0,0,0,0
1,DEBIT,6027.22,C986944742,277100,271072.78,C1286084959,2628937.05,2107778.11,0,0
1,PAYMENT,7886.77,C1616438581,10863,2976.23,M1121891386,0,0,0,0
1,TRANSFER,421520.68,C501951555,80772,0,C2083117811,31429.67,290772.6,0,0
1,PAYMENT,2444.49,C1002041276,31454,29009.51,M485475507,0,0,0,0
1,PAYMENT,2786.6,C724028528,29009.51,26222.91,M1869247587,0,0,0,0
1,PAYMENT,2186.58,C467313213,46265,44078.42,M2045913001,0,0,0,0
1,CASH_OUT,265803.38,C1822630059,2634964.27,2369160.89,C1839337592,20480,141110.62,0,0
1,PAYMENT,12363.37,C1356236848,2369160.89,2356797.53,M508760925,0,0,0,0
1,DEBIT,3014.72,C1987354705,31568,28553.28,C40075281,25407.65,28422.37,0,0
1,TRANSFER,9533.48,C61304908,13056,3522.52,C800281454,888,0,0,0
1,TRANSFER,139555.44,C1733619456,19466,0,C317071334,0,139555.44,0,0
1,PAYMENT,13525.15,C1637601612,173,0,M842957574,0,0,0,0
1,PAYMENT,5134.7,C170106909,341,0,M1255109302,0,0,0,0
1,PAYMENT,4881.15,C1969347346,30241,25359.85,M855724043,0,0,0,0
1,CASH_OUT,130470.14,C615853374,25359.85,0,C564160838,1280773.97,1254956.07,0,0
1,TRANSFER,722161.86,C366916060,11120,0,C836514715,0,708608.07,0,0
1,PAYMENT,5085.47,C1855734078,104537,99451.53,M1470420462,0,0,0,0
1,PAYMENT,4617.63,C1526062841,61807,57189.37,M977650730,0,0,0,0
1,PAYMENT,3941.6,C920446957,128,0,M1202081661,0,0,0,0
1,PAYMENT,1471.39,C869290854,0,0,M664839586,0,0,0,0
1,PAYMENT,5480.96,C1989332276,379457,373976.04,M54176060,0,0,0,0
1,PAYMENT,1834.74,C851480926,40061,38226.26,M275754769,0,0,0,0
1,CASH_IN,365914.64,C1895054149,1314,367228.64,C614685048,0,0,0,0
1,PAYMENT,16472.92,C651235118,367228.64,350755.71,M279781579,0,0,0,0
1,PAYMENT,31922.09,C2111247080,350755.71,318833.62,M740827140,0,0,0,0
1,PAYMENT,6450.56,C36627152,2006,0,M2080125222,0,0,0,0
1,CASH_OUT,315325.25,C1048128739,0,0,C665576141,5341103.79,5515763.34,0,0
1,PAYMENT,2869.11,C1404834600,116740,113870.89,M653345773,0,0,0,0
1,PAYMENT,2738.86,C1008612116,12622,9883.14,M1266093632,0,0,0,0
1,CASH_IN,60503.37,C2028036437,18465,78968.37,C1860513229,55118.2,0,0,0
1,PAYMENT,450.55,C1420012431,12203,11752.45,M426288284,0,0,0,0
1,DEBIT,8161.64,C1780399359,99379,91217.36,C1504109395,490341.11,593737.38,0,0
1,TRANSFER,40149.38,C428245792,287443.9,247294.52,C1291286504,26426.12,66575.5,0,0
1,PAYMENT,5829.39,C1353759820,247294.52,241465.13,M203472514,0,0,0,0
1,PAYMENT,9119.89,C331748029,241465.13,232345.24,M1056185446,0,0,0,0
1,PAYMENT,3854.39,C1802736936,11049,7194.61,M1647243882,0,0,0,0
1,PAYMENT,1053.13,C1105090408,107327,106273.87,M1599566873,0,0,0,0
1,PAYMENT,7296.95,C687501326,12853.74,5556.8,M1028811481,0,0,0,0
